OrderID,OrderDate,CustomerName,Region,Product,Category,Quantity,UnitPrice,Discount,ShippingCost,PaymentMethod,OrderStatus,GrossRevenue,NetRevenue
1114,2025-06-04,Maria Farouk,West,Notebook Set,Notebook Set,2,6.5,0.0,4.03,Paypal,Delivered,13.0,13.0
1200,2025-01-19,Ahmed Taylor,North,Desk Lamp,Desk Lamp,2,18.75,0.15,9.55,Debit Card,Delivered,37.5,31.875
1159,2025-02-05,Noah Taylor,North,Coffee Mug,Coffee Mug,1,8.25,0.15,11.98,Paypal,Shipped,8.25,7.0125
1052,2025-06-01,Layla Lee,East,Coffee Mug,Coffee Mug,4,8.25,0.2,10.56,Debit Card,Cancelled,33.0,26.4
1065,2025-03-19,Sara Farouk,South,Bluetooth Speaker,Bluetooth Speaker,5,34.5,0.15,7.75,Credit Card,Returned,172.5,146.625
1241,2025-06-12,Wei Yousuf,South,Phone Case,Phone Case,4,9.99,0.1,7.22,Credit Card,Delivered,39.96,35.964
1004,2025-05-22,Omar Yousuf,East,Bluetooth Speaker,Bluetooth Speaker,4,34.5,0.0,6.57,Paypal,Cancelled,138.0,138.0
1014,2025-03-21,Priya Rodriguez,West,Backpack,Backpack,2,45.0,0.15,7.9,Debit Card,Delivered,90.0,76.5
1142,2025-05-22,Grace Smith,South,Phone Case,Phone Case,3,9.99,0.05,4.06,Paypal,Cancelled,29.97,28.4715
1081,2025-04-19,Ahmed Farouk,South,Phone Case,Phone Case,2,9.99,0.15,6.07,Debit Card,Delivered,19.98,16.983
1317,2025-06-17,Grace Farouk,North,Phone Case,Phone Case,1,9.99,0.05,3.8,Credit Card,Delivered,9.99,9.4905
1202,2025-06-03,James Khan,East,Phone Case,Phone Case,1,9.99,0.1,7.02,Credit Card,Delivered,9.99,8.991
1238,2025-03-23,Olivia Khan,South,Backpack,Backpack,1,45.0,0.0,8.33,Credit Card,Cancelled,45.0,45.0
1098,2025-03-28,Carlos Sharma,West,Coffee Mug,Coffee Mug,2,8.25,0.05,4.31,Credit Card,Delivered,16.5,15.675
1269,2025-01-23,Emma Hassan,South,Phone Case,Phone Case,1,9.99,0.15,5.75,Debit Card,Delivered,9.99,8.4915
1171,2025-01-31,Sara Ahmed,South,Running Shoes,Running Shoes,2,59.99,0.15,5.38,Debit Card,Delivered,119.98,101.983
1178,2025-04-08,Sara Farouk,South,Usb Charger,Usb Charger,4,11.2,0.1,4.82,Paypal,Delivered,44.8,40.32
1074,2025-03-24,Grace Hassan,South,Phone Case,Phone Case,4,9.99,0.05,5.49,Paypal,Shipped,39.96,37.962
1179,2025-02-22,Maria Sharma,North,Notebook Set,Notebook Set,1,6.5,0.0,7.29,Credit Card,Shipped,6.5,6.5
1205,2025-03-27,David Taylor,West,Running Shoes,Running Shoes,3,59.99,0.05,6.23,Paypal,Delivered,179.97,170.9715
1301,2025-03-05,Carlos Smith,South,Usb Charger,Usb Charger,1,11.2,0.15,4.37,Debit Card,Delivered,11.2,9.52
1201,2025-04-03,Linda Khan,East,Wireless Mouse,Wireless Mouse,2,15.99,0.05,5.09,Credit Card,Delivered,31.98,30.381
1131,2025-06-14,Maria Hassan,South,Backpack,Backpack,3,45.0,0.2,7.57,Credit Card,Returned,135.0,108.0
1061,2025-03-18,Emma Davis,North,Running Shoes,Running Shoes,5,59.99,0.05,8.78,Credit Card,Delivered,299.95,284.9525
1100,2025-04-01,Layla Yousuf,South,Phone Case,Phone Case,1,9.99,0.05,9.63,Credit Card,Cancelled,9.99,9.4905
1244,2025-04-27,Noah Khan,North,Desk Lamp,Desk Lamp,1,18.75,0.05,10.8,Debit Card,Delivered,18.75,17.8125
1280,2025-04-10,Olivia Malik,North,Phone Case,Phone Case,1,9.99,0.0,10.78,Credit Card,Shipped,9.99,9.99
1191,2025-06-13,Noah Farouk,South,Phone Case,Phone Case,1,9.99,0.1,9.1,Paypal,Returned,9.99,8.991
1058,2025-01-14,James Yousuf,North,Yoga Mat,Yoga Mat,2,22.0,0.0,4.57,Debit Card,Shipped,44.0,44.0
1318,2025-06-21,Olivia Ali,West,Backpack,Backpack,2,45.0,0.15,3.96,Debit Card,Delivered,90.0,76.5
1144,2025-01-15,Chen Ahmed,North,Yoga Mat,Yoga Mat,4,22.0,0.1,4.9,Paypal,Delivered,88.0,79.2
1190,2025-06-21,Maria Davis,North,Wireless Mouse,Wireless Mouse,1,15.99,0.2,10.66,Credit Card,Delivered,15.99,12.792
1173,2025-05-21,Noah Hassan,North,Bluetooth Speaker,Bluetooth Speaker,1,34.5,0.0,4.77,Paypal,Shipped,34.5,34.5
1223,2025-06-17,Layla Rodriguez,South,Running Shoes,Running Shoes,1,59.99,0.15,3.77,Debit Card,Cancelled,59.99,50.9915
1158,2025-05-27,Tom Li,South,Usb Charger,Usb Charger,2,11.2,0.0,7.25,Credit Card,Delivered,22.4,22.4
1027,2025-02-03,Yusuf Garcia,South,Wireless Mouse,Wireless Mouse,3,15.99,0.2,7.26,Debit Card,Delivered,47.97,38.376
1116,2025-06-11,Tom Sharma,South,Phone Case,Phone Case,1,9.99,0.2,4.3,Debit Card,Delivered,9.99,7.992
1209,2025-01-10,Tom Yousuf,East,Backpack,Backpack,4,45.0,0.1,11.27,Paypal,Shipped,180.0,162.0
1283,2025-03-02,Tom Garcia,North,Running Shoes,Running Shoes,3,59.99,0.15,11.12,Credit Card,Returned,179.97,152.9745
1009,2025-01-13,Wei Davis,North,Coffee Mug,Coffee Mug,1,8.25,0.2,10.23,Paypal,Shipped,8.25,6.6
1139,2025-01-31,Fatima Lee,East,Backpack,Backpack,4,45.0,0.1,5.32,Debit Card,Processing,180.0,162.0
1193,2025-06-08,Linda Davis,North,Yoga Mat,Yoga Mat,2,22.0,0.0,5.77,Debit Card,Cancelled,44.0,44.0
1105,2025-04-21,Priya Malik,North,Water Bottle,Water Bottle,1,12.5,0.0,8.54,Debit Card,Shipped,12.5,12.5
1152,2025-01-28,Grace Ali,West,Backpack,Backpack,1,45.0,0.2,9.68,Paypal,Cancelled,45.0,36.0
1032,2025-01-30,Aisha Davis,East,Running Shoes,Running Shoes,3,59.99,0.0,11.86,Paypal,Shipped,179.97,179.97
1267,2025-05-31,Layla Taylor,South,Phone Case,Phone Case,2,9.99,0.15,9.35,Credit Card,Delivered,19.98,16.983
1129,2025-05-15,Fatima Khan,North,Backpack,Backpack,3,45.0,0.0,7.81,Paypal,Processing,135.0,135.0
1275,2025-04-12,Sara Khan,West,Coffee Mug,Coffee Mug,1,8.25,0.0,5.75,Credit Card,Cancelled,8.25,8.25
1083,2025-04-01,Olivia Lee,South,Desk Lamp,Desk Lamp,2,18.75,0.1,9.26,Paypal,Shipped,37.5,33.75
1137,2025-02-02,James Li,North,Notebook Set,Notebook Set,5,6.5,0.0,6.61,Paypal,Processing,32.5,32.5
1288,2025-02-11,Omar Ahmed,East,Coffee Mug,Coffee Mug,3,8.25,0.0,6.79,Credit Card,Delivered,24.75,24.75
1029,2025-01-27,Aisha Rodriguez,East,Usb Charger,Usb Charger,2,11.2,0.15,6.95,Paypal,Cancelled,22.4,19.04
1028,2025-05-22,Wei Yousuf,South,Wireless Mouse,Wireless Mouse,3,15.99,0.1,6.12,Credit Card,Delivered,47.97,43.173
1075,2025-01-10,Tom Clark,South,Usb Charger,Usb Charger,1,11.2,0.05,6.32,Paypal,Returned,11.2,10.64
1196,2025-06-25,Chen Lee,East,Desk Lamp,Desk Lamp,1,18.75,0.0,3.78,Paypal,Shipped,18.75,18.75
1013,2025-01-18,Ahmed Khan,North,Throw Pillow,Throw Pillow,5,14.0,0.2,7.54,Paypal,Delivered,70.0,56.0
1055,2025-06-27,James Khan,South,Desk Lamp,Desk Lamp,2,18.75,0.05,6.64,Debit Card,Shipped,37.5,35.625
1268,2025-06-04,Chen Clark,East,Notebook Set,Notebook Set,1,6.5,0.0,8.31,Paypal,Delivered,6.5,6.5
1007,2025-03-10,Maria Brown,North,Wireless Mouse,Wireless Mouse,3,15.99,0.05,8.32,Paypal,Returned,47.97,45.5715
1217,2025-04-28,Tom Wang,North,Bluetooth Speaker,Bluetooth Speaker,3,34.5,0.0,9.5,Paypal,Cancelled,103.5,103.5
1147,2025-06-10,Chen Sharma,North,Notebook Set,Notebook Set,1,6.5,0.05,6.07,Debit Card,Shipped,6.5,6.175
1274,2025-04-20,Grace Li,North,Wireless Mouse,Wireless Mouse,3,15.99,0.0,8.81,Debit Card,Cancelled,47.97,47.97
1214,2025-04-20,Fatima Yousuf,West,Yoga Mat,Yoga Mat,3,22.0,0.1,8.85,Paypal,Processing,66.0,59.4
1246,2025-04-17,Layla Sharma,South,Water Bottle,Water Bottle,3,12.5,0.0,4.16,Debit Card,Delivered,37.5,37.5
1181,2025-06-19,Olivia Wilson,North,Water Bottle,Water Bottle,2,12.5,0.0,5.84,Paypal,Delivered,25.0,25.0
1060,2025-05-25,Chen Garcia,East,Yoga Mat,Yoga Mat,1,22.0,0.2,4.51,Credit Card,Returned,22.0,17.6
1166,2025-04-12,Maria Ahmed,West,Running Shoes,Running Shoes,1,59.99,0.0,11.68,Paypal,Returned,59.99,59.99
1278,2025-01-21,Grace Wang,West,Water Bottle,Water Bottle,5,12.5,0.0,11.15,Credit Card,Delivered,62.5,62.5
1258,2025-04-12,Omar Garcia,West,Yoga Mat,Yoga Mat,4,22.0,0.2,7.13,Credit Card,Delivered,88.0,70.4
1092,2025-05-22,David Brown,South,Yoga Mat,Yoga Mat,2,22.0,0.0,10.89,Paypal,Delivered,44.0,44.0
1068,2025-05-07,Linda Ahmed,East,Phone Case,Phone Case,4,9.99,0.15,8.18,Credit Card,Cancelled,39.96,33.966
1177,2025-02-15,Ahmed Yousuf,North,Yoga Mat,Yoga Mat,3,22.0,0.0,9.69,Credit Card,Delivered,66.0,66.0
1149,2025-05-24,Aisha Clark,North,Yoga Mat,Yoga Mat,3,22.0,0.1,4.54,Debit Card,Delivered,66.0,59.4
1108,2025-01-06,Tom Sharma,East,Desk Lamp,Desk Lamp,1,18.75,0.05,8.75,Paypal,Cancelled,18.75,17.8125
1103,2025-02-06,Fatima Li,South,Notebook Set,Notebook Set,4,6.5,0.0,8.01,Credit Card,Delivered,26.0,26.0
1112,2025-04-24,David Li,South,Coffee Mug,Coffee Mug,1,8.25,0.05,8.53,Debit Card,Processing,8.25,7.8375
1319,2025-04-26,Olivia Taylor,North,Coffee Mug,Coffee Mug,3,8.25,0.15,5.38,Credit Card,Processing,24.75,21.0375
1161,2025-06-30,Sara Ali,West,Throw Pillow,Throw Pillow,2,14.0,0.15,8.26,Debit Card,Delivered,28.0,23.8
1281,2025-04-17,Olivia Wang,South,Backpack,Backpack,4,45.0,0.0,8.45,Paypal,Shipped,180.0,180.0
1154,2025-03-28,Linda Li,North,Bluetooth Speaker,Bluetooth Speaker,4,34.5,0.0,5.19,Debit Card,Processing,138.0,138.0
1263,2025-05-25,Aisha Wang,South,Wireless Mouse,Wireless Mouse,3,15.99,0.1,10.61,Paypal,Returned,47.97,43.173
1212,2025-03-21,Ahmed Johnson,East,Throw Pillow,Throw Pillow,1,14.0,0.0,7.93,Credit Card,Processing,14.0,14.0
1071,2025-01-30,Layla Sharma,West,Bluetooth Speaker,Bluetooth Speaker,2,34.5,0.2,4.81,Credit Card,Shipped,69.0,55.2
1232,2025-01-25,Emma Sharma,North,Usb Charger,Usb Charger,1,11.2,0.15,4.63,Paypal,Delivered,11.2,9.52
1151,2025-05-10,Sara Lee,West,Wireless Mouse,Wireless Mouse,1,15.99,0.05,6.5,Paypal,Delivered,15.99,15.1905
1176,2025-02-16,Ahmed Lee,South,Wireless Mouse,Wireless Mouse,2,15.99,0.05,11.08,Credit Card,Delivered,31.98,30.381
1204,2025-03-05,Sara Lee,South,Bluetooth Speaker,Bluetooth Speaker,3,34.5,0.0,5.16,Credit Card,Shipped,103.5,103.5
1141,2025-02-10,Ahmed Yousuf,South,Backpack,Backpack,2,45.0,0.0,7.82,Paypal,Processing,90.0,90.0
1128,2025-05-12,Grace Taylor,North,Backpack,Backpack,1,45.0,0.15,5.98,Paypal,Processing,45.0,38.25
1215,2025-01-02,Olivia Rodriguez,South,Coffee Mug,Coffee Mug,4,8.25,0.05,9.89,Paypal,Delivered,33.0,31.35
1197,2025-03-18,Chen Li,South,Throw Pillow,Throw Pillow,4,14.0,0.0,10.59,Paypal,Delivered,56.0,56.0
1165,2025-03-15,Priya Lee,East,Coffee Mug,Coffee Mug,2,8.25,0.2,11.22,Debit Card,Shipped,16.5,13.2
1308,2025-05-27,James Smith,South,Usb Charger,Usb Charger,1,11.2,0.0,4.27,Credit Card,Delivered,11.2,11.2
1199,2025-04-26,David Smith,West,Usb Charger,Usb Charger,2,11.2,0.2,11.5,Paypal,Delivered,22.4,17.92
1054,2025-03-03,Yusuf Yousuf,South,Wireless Mouse,Wireless Mouse,2,15.99,0.0,9.94,Credit Card,Delivered,31.98,31.98
1066,2025-01-24,Priya Wilson,South,Notebook Set,Notebook Set,2,6.5,0.0,3.68,Paypal,Shipped,13.0,13.0
1089,2025-06-21,Layla Li,South,Running Shoes,Running Shoes,5,59.99,0.0,9.81,Paypal,Delivered,299.95,299.95
1297,2025-02-19,Chen Wang,North,Notebook Set,Notebook Set,1,6.5,0.05,6.74,Credit Card,Cancelled,6.5,6.175
1091,2025-02-18,Layla Hassan,North,Wireless Mouse,Wireless Mouse,4,15.99,0.0,5.3,Credit Card,Delivered,63.96,63.96
1261,2025-03-13,James Wilson,North,Notebook Set,Notebook Set,2,6.5,0.0,10.02,Credit Card,Delivered,13.0,13.0
1248,2025-04-05,Sara Wang,North,Desk Lamp,Desk Lamp,2,18.75,0.05,10.1,Credit Card,Returned,37.5,35.625
1300,2025-01-02,Priya Clark,North,Running Shoes,Running Shoes,5,59.99,0.05,6.67,Paypal,Delivered,299.95,284.9525
1222,2025-01-30,Grace Yousuf,East,Backpack,Backpack,1,45.0,0.1,6.62,Paypal,Cancelled,45.0,40.5
1284,2025-02-28,Yusuf Lee,South,Throw Pillow,Throw Pillow,1,14.0,0.2,7.27,Debit Card,Returned,14.0,11.2
1025,2025-05-22,Sara Taylor,East,Usb Charger,Usb Charger,1,11.2,0.15,4.64,Credit Card,Returned,11.2,9.52
1272,2025-06-07,Ahmed Yousuf,West,Bluetooth Speaker,Bluetooth Speaker,3,34.5,0.1,9.06,Credit Card,Delivered,103.5,93.15
1003,2025-02-25,Fatima Sharma,East,Phone Case,Phone Case,2,9.99,0.0,4.32,Credit Card,Delivered,19.98,19.98
1256,2025-01-16,Omar Johnson,South,Yoga Mat,Yoga Mat,1,22.0,0.0,6.9,Paypal,Delivered,22.0,22.0
1069,2025-01-14,Tom Davis,South,Wireless Mouse,Wireless Mouse,5,15.99,0.05,9.93,Paypal,Delivered,79.95,75.9525
1259,2025-03-17,Omar Li,West,Wireless Mouse,Wireless Mouse,2,15.99,0.15,7.57,Credit Card,Cancelled,31.98,27.183
1235,2025-02-25,Priya Taylor,North,Usb Charger,Usb Charger,5,11.2,0.2,4.55,Credit Card,Delivered,56.0,44.8
1231,2025-06-17,Wei Ali,East,Yoga Mat,Yoga Mat,2,22.0,0.0,9.15,Debit Card,Delivered,44.0,44.0
1064,2025-02-08,Priya Johnson,East,Backpack,Backpack,2,45.0,0.15,4.91,Paypal,Delivered,90.0,76.5
1302,2025-05-14,Maria Ali,North,Desk Lamp,Desk Lamp,5,18.75,0.15,11.05,Paypal,Delivered,93.75,79.6875
1024,2025-03-09,Chen Johnson,South,Bluetooth Speaker,Bluetooth Speaker,2,34.5,0.1,10.97,Debit Card,Cancelled,69.0,62.1
