OrderID,OrderDate,CustomerName,Region,Product,Category,Quantity,UnitPrice,Discount,ShippingCost,PaymentMethod,OrderStatus,GrossRevenue,NetRevenue,,,,
1182,3/30/2025,Fatima Sharma,South,Backpack,Backpack,5,45,0,6.21,Credit Card,Processing,225,225,,,,
1292,03-12-2025,David Malik,East,USB Charger,Usb Charger,3,11.2,0.2,7.9,Debit Card,Delivered,33.6,26.88,,,,
1163,6/28/2025,Grace Rodriguez,East,Water Bottle,Water Bottle,2,12.5,0.1,9.8,Paypal,Delivered,25,22.5,,,,
1242,6/20/2025,Priya Johnson,South,Coffee Mug,Coffee Mug,1,8.25,0,9.52,Paypal,Delivered,8.25,8.25,,,,
1114,06-04-2025,Maria Farouk,West,Notebook Set,Notebook Set,2,6.5,0,4.03,Paypal,Delivered,13,13,,,,
1200,1/19/2025,Ahmed Taylor,North,Desk Lamp,Desk Lamp,2,18.75,0.15,9.55,Debit Card,Delivered,37.5,31.875,,,,
1159,02-05-2025,Noah Taylor,North,Coffee Mug,Coffee Mug,1,8.25,0.15,11.98,Paypal,Shipped,8.25,7.0125,,,,
1052,06-01-2025,Layla Lee,East,Coffee Mug,Coffee Mug,4,8.25,0.2,10.56,Debit Card,Cancelled,33,26.4,,,,
1065,3/19/2025,Sara Farouk,South,Bluetooth Speaker,Bluetooth Speaker,5,34.5,0.15,7.75,Credit Card,Returned,172.5,146.625,,,,
1241,06-12-2025,Wei Yousuf,South,Phone Case,Phone Case,4,9.99,0.1,7.22,Credit Card,Delivered,39.96,35.964,,,,
1004,5/22/2025,Omar Yousuf,East,Bluetooth Speaker,Bluetooth Speaker,4,34.5,0,6.57,Paypal,Cancelled,138,138,,,,
1014,3/21/2025,Priya Rodriguez,West,Backpack,Backpack,2,45,0.15,7.9,Debit Card,Delivered,90,76.5,,,,
1142,5/22/2025,Grace Smith,South,Phone Case,Phone Case,3,9.99,0.05,4.06,Paypal,Cancelled,29.97,28.4715,,,,
1081,4/19/2025,Ahmed Farouk,South,Phone Case,Phone Case,2,9.99,0.15,6.07,Debit Card,Delivered,19.98,16.983,,,,
1317,6/17/2025,Grace Farouk,North,Phone Case,Phone Case,1,9.99,0.05,3.8,Credit Card,Delivered,9.99,9.4905,,,,
1202,06-03-2025,James Khan,East,Phone Case,Phone Case,1,9.99,0.1,7.02,Credit Card,Delivered,9.99,8.991,,,,
1238,3/23/2025,Olivia Khan,South,Backpack,Backpack,1,45,0,8.33,Credit Card,Cancelled,45,45,,,,
1098,3/28/2025,Carlos Sharma,West,Coffee Mug,Coffee Mug,2,8.25,0.05,4.31,Credit Card,Delivered,16.5,15.675,,,,
1269,1/23/2025,Emma Hassan,South,Phone Case,Phone Case,1,9.99,0.15,5.75,Debit Card,Delivered,9.99,8.4915,,,,
1171,1/31/2025,Sara Ahmed,South,Running Shoes,Running Shoes,2,59.99,0.15,5.38,Debit Card,Delivered,119.98,101.983,,,,
1178,04-08-2025,Sara Farouk,South,USB Charger,Usb Charger,4,11.2,0.1,4.82,Paypal,Delivered,44.8,40.32,,,,
1074,3/24/2025,Grace Hassan,South,Phone Case,Phone Case,4,9.99,0.05,5.49,Paypal,Shipped,39.96,37.962,,,,
1179,2/22/2025,Maria Sharma,North,Notebook Set,Notebook Set,1,6.5,0,7.29,Credit Card,Shipped,6.5,6.5,,,,
1205,3/27/2025,David Taylor,West,Running Shoes,Running Shoes,3,59.99,0.05,6.23,Paypal,Delivered,179.97,170.9715,,,,
1301,03-05-2025,Carlos Smith,South,USB Charger,Usb Charger,1,11.2,0.15,4.37,Debit Card,Delivered,11.2,9.52,,,,
1201,04-03-2025,Linda Khan,East,Wireless Mouse,Wireless Mouse,2,15.99,0.05,5.09,Credit Card,Delivered,31.98,30.381,,,,
1131,6/14/2025,Maria Hassan,South,Backpack,Backpack,3,45,0.2,7.57,Credit Card,Returned,135,108,,,,
1061,3/18/2025,Emma Davis,North,Running Shoes,Running Shoes,5,59.99,0.05,8.78,Credit Card,Delivered,299.95,284.9525,,,,
1100,04-01-2025,Layla Yousuf,South,Phone Case,Phone Case,1,9.99,0.05,9.63,Credit Card,Cancelled,9.99,9.4905,,,,
1244,4/27/2025,Noah Khan,North,Desk Lamp,Desk Lamp,1,18.75,0.05,10.8,Debit Card,Delivered,18.75,17.8125,,,,
1280,04-10-2025,Olivia Malik,North,Phone Case,Phone Case,1,9.99,0,10.78,Credit Card,Shipped,9.99,9.99,,,,
1191,6/13/2025,Noah Farouk,South,Phone Case,Phone Case,1,9.99,0.1,9.1,Paypal,Returned,9.99,8.991,,,,
1058,1/14/2025,James Yousuf,North,Yoga Mat,Yoga Mat,2,22,0,4.57,Debit Card,Shipped,44,44,,,,
1318,6/21/2025,Olivia Ali,West,Backpack,Backpack,2,45,0.15,3.96,Debit Card,Delivered,90,76.5,,,,
1144,1/15/2025,Chen Ahmed,North,Yoga Mat,Yoga Mat,4,22,0.1,4.9,Paypal,Delivered,88,79.2,,,,
1190,6/21/2025,Maria Davis,North,Wireless Mouse,Wireless Mouse,1,15.99,0.2,10.66,Credit Card,Delivered,15.99,12.792,,,,
1173,5/21/2025,Noah Hassan,North,Bluetooth Speaker,Bluetooth Speaker,1,34.5,0,4.77,Paypal,Shipped,34.5,34.5,,,,
1223,6/17/2025,Layla Rodriguez,South,Running Shoes,Running Shoes,1,59.99,0.15,3.77,Debit Card,Cancelled,59.99,50.9915,,,,
1158,5/27/2025,Tom Li,South,USB Charger,Usb Charger,2,11.2,0,7.25,Credit Card,Delivered,22.4,22.4,,,,
1027,02-03-2025,Yusuf Garcia,South,Wireless Mouse,Wireless Mouse,3,15.99,0.2,7.26,Debit Card,Delivered,47.97,38.376,,,,
1116,06-11-2025,Tom Sharma,South,Phone Case,Phone Case,1,9.99,0.2,4.3,Debit Card,Delivered,9.99,7.992,,,,
1209,01-10-2025,Tom Yousuf,East,Backpack,Backpack,4,45,0.1,11.27,Paypal,Shipped,180,162,,,,
1283,03-02-2025,Tom Garcia,North,Running Shoes,Running Shoes,3,59.99,0.15,11.12,Credit Card,Returned,179.97,152.9745,,,,
1009,1/13/2025,Wei Davis,North,Coffee Mug,Coffee Mug,1,8.25,0.2,10.23,Paypal,Shipped,8.25,6.6,,,,
1139,1/31/2025,Fatima Lee,East,Backpack,Backpack,4,45,0.1,5.32,Debit Card,Processing,180,162,,,,
1193,06-08-2025,Linda Davis,North,Yoga Mat,Yoga Mat,2,22,0,5.77,Debit Card,Cancelled,44,44,,,,
1105,4/21/2025,Priya Malik,North,Water Bottle,Water Bottle,1,12.5,0,8.54,Debit Card,Shipped,12.5,12.5,,,,
1152,1/28/2025,Grace Ali,West,Backpack,Backpack,1,45,0.2,9.68,Paypal,Cancelled,45,36,,,,
1032,1/30/2025,Aisha Davis,East,Running Shoes,Running Shoes,3,59.99,0,11.86,Paypal,Shipped,179.97,179.97,,,,
1267,5/31/2025,Layla Taylor,South,Phone Case,Phone Case,2,9.99,0.15,9.35,Credit Card,Delivered,19.98,16.983,,,,
1129,5/15/2025,Fatima Khan,North,Backpack,Backpack,3,45,0,7.81,Paypal,Processing,135,135,,,,
1275,04-12-2025,Sara Khan,West,Coffee Mug,Coffee Mug,1,8.25,0,5.75,Credit Card,Cancelled,8.25,8.25,,,,
1083,04-01-2025,Olivia Lee,South,Desk Lamp,Desk Lamp,2,18.75,0.1,9.26,Paypal,Shipped,37.5,33.75,,,,
1137,02-02-2025,James Li,North,Notebook Set,Notebook Set,5,6.5,0,6.61,Paypal,Processing,32.5,32.5,,,,
1288,02-11-2025,Omar Ahmed,East,Coffee Mug,Coffee Mug,3,8.25,0,6.79,Credit Card,Delivered,24.75,24.75,,,,
1029,1/27/2025,Aisha Rodriguez,East,USB Charger,Usb Charger,2,11.2,0.15,6.95,Paypal,Cancelled,22.4,19.04,,,,
1028,5/22/2025,Wei Yousuf,South,Wireless Mouse,Wireless Mouse,3,15.99,0.1,6.12,Credit Card,Delivered,47.97,43.173,,,,
1075,01-10-2025,Tom Clark,South,USB Charger,Usb Charger,1,11.2,0.05,6.32,Paypal,Returned,11.2,10.64,,,,
1196,6/25/2025,Chen Lee,East,Desk Lamp,Desk Lamp,1,18.75,0,3.78,Paypal,Shipped,18.75,18.75,,,,
1013,1/18/2025,Ahmed Khan,North,Throw Pillow,Throw Pillow,5,14,0.2,7.54,Paypal,Delivered,70,56,,,,
1055,6/27/2025,James Khan,South,Desk Lamp,Desk Lamp,2,18.75,0.05,6.64,Debit Card,Shipped,37.5,35.625,,,,
1268,06-04-2025,Chen Clark,East,Notebook Set,Notebook Set,1,6.5,0,8.31,Paypal,Delivered,6.5,6.5,,,,
1007,03-10-2025,Maria Brown,North,Wireless Mouse,Wireless Mouse,3,15.99,0.05,8.32,Paypal,Returned,47.97,45.5715,,,,
1217,4/28/2025,Tom Wang,North,Bluetooth Speaker,Bluetooth Speaker,3,34.5,0,9.5,Paypal,Cancelled,103.5,103.5,,,,
1147,06-10-2025,Chen Sharma,North,Notebook Set,Notebook Set,1,6.5,0.05,6.07,Debit Card,Shipped,6.5,6.175,,,,
1274,4/20/2025,Grace Li,North,Wireless Mouse,Wireless Mouse,3,15.99,0,8.81,Debit Card,Cancelled,47.97,47.97,,,,
1214,4/20/2025,Fatima Yousuf,West,Yoga Mat,Yoga Mat,3,22,0.1,8.85,Paypal,Processing,66,59.4,,,,
1246,4/17/2025,Layla Sharma,South,Water Bottle,Water Bottle,3,12.5,0,4.16,Debit Card,Delivered,37.5,37.5,,,,
1181,6/19/2025,Olivia Wilson,North,Water Bottle,Water Bottle,2,12.5,0,5.84,Paypal,Delivered,25,25,,,,
1060,5/25/2025,Chen Garcia,East,Yoga Mat,Yoga Mat,1,22,0.2,4.51,Credit Card,Returned,22,17.6,,,,
1166,04-12-2025,Maria Ahmed,West,Running Shoes,Running Shoes,1,59.99,0,11.68,Paypal,Returned,59.99,59.99,,,,
1278,1/21/2025,Grace Wang,West,Water Bottle,Water Bottle,5,12.5,0,11.15,Credit Card,Delivered,62.5,62.5,,,,
1258,04-12-2025,Omar Garcia,West,Yoga Mat,Yoga Mat,4,22,0.2,7.13,Credit Card,Delivered,88,70.4,,,,
1092,5/22/2025,David Brown,South,Yoga Mat,Yoga Mat,2,22,0,10.89,Paypal,Delivered,44,44,,,,
1068,05-07-2025,Linda Ahmed,East,Phone Case,Phone Case,4,9.99,0.15,8.18,Credit Card,Cancelled,39.96,33.966,,,,
1177,2/15/2025,Ahmed Yousuf,North,Yoga Mat,Yoga Mat,3,22,0,9.69,Credit Card,Delivered,66,66,,,,
1149,5/24/2025,Aisha Clark,North,Yoga Mat,Yoga Mat,3,22,0.1,4.54,Debit Card,Delivered,66,59.4,,,,
1108,01-06-2025,Tom Sharma,East,Desk Lamp,Desk Lamp,1,18.75,0.05,8.75,Paypal,Cancelled,18.75,17.8125,,,,
1103,02-06-2025,Fatima Li,South,Notebook Set,Notebook Set,4,6.5,0,8.01,Credit Card,Delivered,26,26,,,,
1112,4/24/2025,David Li,South,Coffee Mug,Coffee Mug,1,8.25,0.05,8.53,Debit Card,Processing,8.25,7.8375,,,,
1319,4/26/2025,Olivia Taylor,North,Coffee Mug,Coffee Mug,3,8.25,0.15,5.38,Credit Card,Processing,24.75,21.0375,,,,
1161,6/30/2025,Sara Ali,West,Throw Pillow,Throw Pillow,2,14,0.15,8.26,Debit Card,Delivered,28,23.8,,,,
1281,4/17/2025,Olivia Wang,South,Backpack,Backpack,4,45,0,8.45,Paypal,Shipped,180,180,,,,
1154,3/28/2025,Linda Li,North,Bluetooth Speaker,Bluetooth Speaker,4,34.5,0,5.19,Debit Card,Processing,138,138,,,,
1263,5/25/2025,Aisha Wang,South,Wireless Mouse,Wireless Mouse,3,15.99,0.1,10.61,Paypal,Returned,47.97,43.173,,,,
1212,3/21/2025,Ahmed Johnson,East,Throw Pillow,Throw Pillow,1,14,0,7.93,Credit Card,Processing,14,14,,,,
1071,1/30/2025,Layla Sharma,West,Bluetooth Speaker,Bluetooth Speaker,2,34.5,0.2,4.81,Credit Card,Shipped,69,55.2,,,,
1232,1/25/2025,Emma Sharma,North,USB Charger,Usb Charger,1,11.2,0.15,4.63,Paypal,Delivered,11.2,9.52,,,,
1151,05-10-2025,Sara Lee,West,Wireless Mouse,Wireless Mouse,1,15.99,0.05,6.5,Paypal,Delivered,15.99,15.1905,,,,
1176,2/16/2025,Ahmed Lee,South,Wireless Mouse,Wireless Mouse,2,15.99,0.05,11.08,Credit Card,Delivered,31.98,30.381,,,,
1204,03-05-2025,Sara Lee,South,Bluetooth Speaker,Bluetooth Speaker,3,34.5,0,5.16,Credit Card,Shipped,103.5,103.5,,,,
1141,02-10-2025,Ahmed Yousuf,South,Backpack,Backpack,2,45,0,7.82,Paypal,Processing,90,90,,,,
1128,05-12-2025,Grace Taylor,North,Backpack,Backpack,1,45,0.15,5.98,Paypal,Processing,45,38.25,,,,
1215,01-02-2025,Olivia Rodriguez,South,Coffee Mug,Coffee Mug,4,8.25,0.05,9.89,Paypal,Delivered,33,31.35,,,,
1197,3/18/2025,Chen Li,South,Throw Pillow,Throw Pillow,4,14,0,10.59,Paypal,Delivered,56,56,,,,
1165,3/15/2025,Priya Lee,East,Coffee Mug,Coffee Mug,2,8.25,0.2,11.22,Debit Card,Shipped,16.5,13.2,,,,
1308,5/27/2025,James Smith,South,USB Charger,Usb Charger,1,11.2,0,4.27,Credit Card,Delivered,11.2,11.2,,,,
1199,4/26/2025,David Smith,West,USB Charger,Usb Charger,2,11.2,0.2,11.5,Paypal,Delivered,22.4,17.92,,,,
1054,03-03-2025,Yusuf Yousuf,South,Wireless Mouse,Wireless Mouse,2,15.99,0,9.94,Credit Card,Delivered,31.98,31.98,,,,
1066,1/24/2025,Priya Wilson,South,Notebook Set,Notebook Set,2,6.5,0,3.68,Paypal,Shipped,13,13,,,,
1089,6/21/2025,Layla Li,South,Running Shoes,Running Shoes,5,59.99,0,9.81,Paypal,Delivered,299.95,299.95,,,,
1297,2/19/2025,Chen Wang,North,Notebook Set,Notebook Set,1,6.5,0.05,6.74,Credit Card,Cancelled,6.5,6.175,,,,
1091,2/18/2025,Layla Hassan,North,Wireless Mouse,Wireless Mouse,4,15.99,0,5.3,Credit Card,Delivered,63.96,63.96,,,,
1261,3/13/2025,James Wilson,North,Notebook Set,Notebook Set,2,6.5,0,10.02,Credit Card,Delivered,13,13,,,,
1248,04-05-2025,Sara Wang,North,Desk Lamp,Desk Lamp,2,18.75,0.05,10.1,Credit Card,Returned,37.5,35.625,,,,
1300,01-02-2025,Priya Clark,North,Running Shoes,Running Shoes,5,59.99,0.05,6.67,Paypal,Delivered,299.95,284.9525,,,,
1222,1/30/2025,Grace Yousuf,East,Backpack,Backpack,1,45,0.1,6.62,Paypal,Cancelled,45,40.5,,,,
1284,2/28/2025,Yusuf Lee,South,Throw Pillow,Throw Pillow,1,14,0.2,7.27,Debit Card,Returned,14,11.2,,,,
1025,5/22/2025,Sara Taylor,East,USB Charger,Usb Charger,1,11.2,0.15,4.64,Credit Card,Returned,11.2,9.52,,,,
1272,06-07-2025,Ahmed Yousuf,West,Bluetooth Speaker,Bluetooth Speaker,3,34.5,0.1,9.06,Credit Card,Delivered,103.5,93.15,,,,
1003,2/25/2025,Fatima Sharma,East,Phone Case,Phone Case,2,9.99,0,4.32,Credit Card,Delivered,19.98,19.98,,,,
1256,1/16/2025,Omar Johnson,South,Yoga Mat,Yoga Mat,1,22,0,6.9,Paypal,Delivered,22,22,,,,
1069,1/14/2025,Tom Davis,South,Wireless Mouse,Wireless Mouse,5,15.99,0.05,9.93,Paypal,Delivered,79.95,75.9525,,,,
1259,3/17/2025,Omar Li,West,Wireless Mouse,Wireless Mouse,2,15.99,0.15,7.57,Credit Card,Cancelled,31.98,27.183,,,,
1235,2/25/2025,Priya Taylor,North,USB Charger,Usb Charger,5,11.2,0.2,4.55,Credit Card,Delivered,56,44.8,,,,
1231,6/17/2025,Wei Ali,East,Yoga Mat,Yoga Mat,2,22,0,9.15,Debit Card,Delivered,44,44,,,,
1064,02-08-2025,Priya Johnson,East,Backpack,Backpack,2,45,0.15,4.91,Paypal,Delivered,90,76.5,,,,
1302,5/14/2025,Maria Ali,North,Desk Lamp,Desk Lamp,5,18.75,0.15,11.05,Paypal,Delivered,93.75,79.6875,,,,
1024,03-09-2025,Chen Johnson,South,Bluetooth Speaker,Bluetooth Speaker,2,34.5,0.1,10.97,Debit Card,Cancelled,69,62.1,,,,
